Dados Climáticos [id=1, timestamp=2025-11-25 19:14:57, co2=519,91, co=42,23, no2=90,36, so2=19,13, pm25=95,47, pm10=76,66, umidade=48,69, temperatura=29,89, ruido=44,03, radiacao=4,35]
Dados Climáticos [id=16, timestamp=2025-11-25 19:15:05, co2=566,50, co=25,67, no2=75,51, so2=32,10, pm25=62,25, pm10=29,62, umidade=61,45, temperatura=23,27, ruido=55,70, radiacao=1,94]
Dados Climáticos [id=17, timestamp=2025-11-25 19:15:06, co2=406,02, co=5,35, no2=147,85, so2=48,25, pm25=189,75, pm10=180,98, umidade=39,07, temperatura=16,89, ruido=74,98, radiacao=6,65]
Dados Climáticos [id=18, timestamp=2025-11-25 19:15:07, co2=513,48, co=26,35, no2=83,41, so2=46,76, pm25=24,90, pm10=128,89, umidade=49,01, temperatura=39,18, ruido=46,91, radiacao=0,17]
Dados Climáticos [id=19, timestamp=2025-11-25 19:15:07, co2=403,60, co=37,67, no2=143,72, so2=14,94, pm25=123,76, pm10=181,01, umidade=77,68, temperatura=31,79, ruido=82,22, radiacao=8,69]
Dados Climáticos [id=20, timestamp=2025-11-25 19:15:08, co2=432,20, co=11,61, no2=28,08, so2=4,68, pm25=9,43, pm10=191,28, umidade=72,59, temperatura=20,13, ruido=54,68, radiacao=3,48]
Dados Climáticos [id=21, timestamp=2025-11-25 19:15:09, co2=357,09, co=10,34, no2=68,98, so2=34,93, pm25=178,32, pm10=186,74, umidade=62,40, temperatura=25,68, ruido=54,62, radiacao=5,19]
Dados Climáticos [id=22, timestamp=2025-11-25 19:15:10, co2=580,11, co=16,54, no2=140,94, so2=18,52, pm25=173,46, pm10=155,49, umidade=33,06, temperatura=26,23, ruido=43,15, radiacao=9,63]
Dados Climáticos [id=23, timestamp=2025-11-25 19:15:10, co2=464,73, co=47,85, no2=115,60, so2=40,24, pm25=106,54, pm10=174,00, umidade=50,71, temperatura=33,46, ruido=62,51, radiacao=2,40]
Dados Climáticos [id=24, timestamp=2025-11-25 19:15:11, co2=364,78, co=24,73, no2=141,36, so2=12,12, pm25=56,76, pm10=170,53, umidade=31,98, temperatura=26,44, ruido=62,26, radiacao=6,30]
Dados Climáticos [id=25, timestamp=2025-11-25 19:15:11, co2=506,92, co=35,11, no2=124,81, so2=6,64, pm25=191,41, pm10=78,18, umidade=56,39, temperatura=16,68, ruido=88,43, radiacao=2,49]
Dados Climáticos [id=26, timestamp=2025-11-25 19:15:12, co2=555,43, co=21,22, no2=17,60, so2=22,58, pm25=136,19, pm10=113,62, umidade=50,59, temperatura=18,54, ruido=50,66, radiacao=5,71]
Dados Climáticos [id=27, timestamp=2025-11-25 19:15:13, co2=504,22, co=44,49, no2=23,81, so2=16,09, pm25=152,87, pm10=143,66, umidade=69,82, temperatura=17,34, ruido=64,66, radiacao=9,51]
Dados Climáticos [id=28, timestamp=2025-11-25 19:15:13, co2=463,53, co=34,58, no2=35,86, so2=1,91, pm25=128,89, pm10=87,82, umidade=61,49, temperatura=18,19, ruido=68,75, radiacao=0,45]
Dados Climáticos [id=29, timestamp=2025-11-25 19:15:14, co2=355,99, co=30,00, no2=134,83, so2=11,86, pm25=20,43, pm10=164,68, umidade=36,97, temperatura=15,86, ruido=75,65, radiacao=7,63]
Dados Climáticos [id=30, timestamp=2025-11-25 19:15:15, co2=410,93, co=36,26, no2=41,34, so2=44,07, pm25=72,14, pm10=185,11, umidade=86,06, temperatura=23,31, ruido=63,95, radiacao=1,49]
Dados Climáticos [id=31, timestamp=2025-11-25 19:15:15, co2=501,18, co=10,38, no2=25,87, so2=33,95, pm25=57,80, pm10=77,76, umidade=43,20, temperatura=22,85, ruido=35,46, radiacao=2,02]
Dados Climáticos [id=32, timestamp=2025-11-25 19:15:16, co2=556,14, co=14,05, no2=102,84, so2=32,44, pm25=60,95, pm10=93,68, umidade=45,34, temperatura=23,35, ruido=69,11, radiacao=1,60]
Dados Climáticos [id=33, timestamp=2025-11-25 19:15:17, co2=463,18, co=17,59, no2=82,30, so2=26,67, pm25=60,24, pm10=4,47, umidade=43,79, temperatura=35,43, ruido=53,57, radiacao=2,12]
Dados Climáticos [id=34, timestamp=2025-11-25 19:15:17, co2=517,43, co=49,62, no2=84,43, so2=15,74, pm25=137,83, pm10=107,65, umidade=86,11, temperatura=17,60, ruido=65,22, radiacao=8,37]
Dados Climáticos [id=35, timestamp=2025-11-25 19:15:18, co2=559,80, co=23,15, no2=85,07, so2=24,68, pm25=3,47, pm10=165,39, umidade=53,69, temperatura=17,45, ruido=55,36, radiacao=9,43]
Dados Climáticos [id=36, timestamp=2025-11-25 19:15:19, co2=423,89, co=43,94, no2=3,48, so2=42,66, pm25=154,06, pm10=35,92, umidade=89,51, temperatura=33,73, ruido=31,55, radiacao=0,63]
Dados Climáticos [id=37, timestamp=2025-11-25 19:15:19, co2=516,88, co=41,77, no2=26,05, so2=42,90, pm25=45,61, pm10=146,76, umidade=30,21, temperatura=16,43, ruido=44,81, radiacao=2,55]
Dados Climáticos [id=38, timestamp=2025-11-25 19:15:19, co2=546,94, co=37,40, no2=130,28, so2=34,96, pm25=136,09, pm10=95,96, umidade=61,80, temperatura=25,35, ruido=70,98, radiacao=4,27]
Dados Climáticos [id=39, timestamp=2025-11-25 19:15:20, co2=405,64, co=1,83, no2=119,49, so2=8,48, pm25=109,10, pm10=61,48, umidade=48,30, temperatura=17,68, ruido=89,37, radiacao=3,99]
Dados Climáticos [id=40, timestamp=2025-11-25 19:15:21, co2=589,58, co=19,22, no2=116,02, so2=1,46, pm25=135,26, pm10=26,58, umidade=73,62, temperatura=37,90, ruido=77,23, radiacao=1,04]
Dados Climáticos [id=41, timestamp=2025-11-25 19:15:22, co2=501,29, co=41,45, no2=101,79, so2=20,03, pm25=164,88, pm10=45,22, umidade=68,09, temperatura=31,67, ruido=50,23, radiacao=3,01]
Dados Climáticos [id=42, timestamp=2025-11-25 19:15:22, co2=561,73, co=24,54, no2=16,28, so2=13,10, pm25=80,45, pm10=51,63, umidade=69,07, temperatura=16,10, ruido=33,99, radiacao=2,23]
Dados Climáticos [id=43, timestamp=2025-11-25 19:15:22, co2=458,69, co=33,20, no2=107,72, so2=43,74, pm25=130,62, pm10=75,10, umidade=56,15, temperatura=16,45, ruido=32,48, radiacao=9,41]
Dados Climáticos [id=44, timestamp=2025-11-25 19:15:24, co2=351,32, co=4,52, no2=32,53, so2=46,18, pm25=79,63, pm10=129,33, umidade=82,35, temperatura=16,39, ruido=74,13, radiacao=6,09]
Dados Climáticos [id=45, timestamp=2025-11-25 19:15:25, co2=467,21, co=39,76, no2=139,18, so2=23,87, pm25=150,85, pm10=35,99, umidade=50,49, temperatura=15,54, ruido=70,89, radiacao=3,80]
Dados Climáticos [id=46, timestamp=2025-11-25 19:15:25, co2=385,29, co=5,62, no2=120,78, so2=26,41, pm25=118,29, pm10=6,80, umidade=58,15, temperatura=27,10, ruido=48,77, radiacao=1,46]
Dados Climáticos [id=47, timestamp=2025-11-25 19:15:25, co2=359,21, co=17,84, no2=84,17, so2=1,59, pm25=152,50, pm10=47,44, umidade=34,23, temperatura=17,58, ruido=62,10, radiacao=3,97]
Dados Climáticos [id=48, timestamp=2025-11-25 19:15:26, co2=567,43, co=8,61, no2=76,97, so2=6,49, pm25=147,40, pm10=198,95, umidade=63,35, temperatura=19,60, ruido=40,01, radiacao=6,10]
Dados Climáticos [id=49, timestamp=2025-11-25 19:15:27, co2=405,27, co=41,17, no2=91,76, so2=33,39, pm25=144,81, pm10=184,16, umidade=41,54, temperatura=22,54, ruido=35,31, radiacao=0,82]
Dados Climáticos [id=50, timestamp=2025-11-25 19:15:27, co2=544,39, co=32,63, no2=17,24, so2=2,90, pm25=23,15, pm10=135,00, umidade=55,02, temperatura=32,55, ruido=73,63, radiacao=9,41]
Dados Climáticos [id=51, timestamp=2025-11-25 19:15:28, co2=447,00, co=39,25, no2=85,92, so2=14,25, pm25=194,86, pm10=55,68, umidade=38,89, temperatura=22,26, ruido=43,44, radiacao=7,11]
Dados Climáticos [id=52, timestamp=2025-11-25 19:15:29, co2=560,89, co=9,17, no2=129,31, so2=2,08, pm25=89,92, pm10=47,93, umidade=84,77, temperatura=28,55, ruido=66,97, radiacao=2,29]
Dados Climáticos [id=53, timestamp=2025-11-25 19:15:30, co2=586,28, co=36,39, no2=76,55, so2=30,91, pm25=114,96, pm10=55,68, umidade=59,08, temperatura=29,65, ruido=87,24, radiacao=3,06]
Dados Climáticos [id=54, timestamp=2025-11-25 19:15:30, co2=437,09, co=6,23, no2=78,93, so2=0,47, pm25=73,90, pm10=84,73, umidade=30,66, temperatura=36,39, ruido=50,93, radiacao=3,95]
Dados Climáticos [id=55, timestamp=2025-11-25 19:15:30, co2=577,52, co=34,65, no2=142,50, so2=49,16, pm25=36,29, pm10=85,05, umidade=73,66, temperatura=29,85, ruido=45,78, radiacao=1,90]
Dados Climáticos [id=56, timestamp=2025-11-25 19:15:32, co2=504,01, co=35,82, no2=38,21, so2=26,19, pm25=173,35, pm10=37,81, umidade=73,07, temperatura=33,08, ruido=50,83, radiacao=6,26]
Dados Climáticos [id=57, timestamp=2025-11-25 19:15:32, co2=560,97, co=3,20, no2=111,13, so2=26,88, pm25=20,11, pm10=36,95, umidade=58,98, temperatura=16,23, ruido=50,69, radiacao=2,82]
Dados Climáticos [id=58, timestamp=2025-11-25 19:15:32, co2=597,45, co=3,72, no2=94,14, so2=6,59, pm25=51,26, pm10=139,13, umidade=66,67, temperatura=29,98, ruido=64,05, radiacao=8,01]
Dados Climáticos [id=59, timestamp=2025-11-25 19:15:32, co2=576,65, co=31,47, no2=31,94, so2=23,51, pm25=79,95, pm10=159,80, umidade=79,56, temperatura=32,67, ruido=30,21, radiacao=0,67]
Dados Climáticos [id=60, timestamp=2025-11-25 19:15:34, co2=561,91, co=42,11, no2=31,51, so2=7,72, pm25=14,63, pm10=27,59, umidade=74,55, temperatura=28,93, ruido=54,00, radiacao=0,04]
Dados Climáticos [id=61, timestamp=2025-11-25 19:15:34, co2=406,57, co=2,17, no2=129,73, so2=43,48, pm25=112,94, pm10=55,89, umidade=53,20, temperatura=15,56, ruido=73,68, radiacao=0,94]
Dados Climáticos [id=62, timestamp=2025-11-25 19:15:35, co2=574,63, co=27,88, no2=42,08, so2=20,22, pm25=48,03, pm10=39,56, umidade=33,56, temperatura=32,48, ruido=49,68, radiacao=8,79]
Dados Climáticos [id=63, timestamp=2025-11-25 19:15:35, co2=456,56, co=0,49, no2=148,15, so2=25,13, pm25=4,02, pm10=175,88, umidade=85,21, temperatura=36,62, ruido=56,91, radiacao=4,10]
Dados Climáticos [id=64, timestamp=2025-11-25 19:15:37, co2=394,46, co=46,22, no2=10,00, so2=6,67, pm25=41,74, pm10=94,47, umidade=75,75, temperatura=32,13, ruido=80,56, radiacao=2,38]
Dados Climáticos [id=65, timestamp=2025-11-25 19:15:37, co2=513,51, co=16,90, no2=104,46, so2=39,70, pm25=183,32, pm10=73,59, umidade=81,20, temperatura=16,29, ruido=73,94, radiacao=2,98]
Dados Climáticos [id=66, timestamp=2025-11-25 19:15:37, co2=560,33, co=35,66, no2=1,54, so2=5,35, pm25=179,47, pm10=174,72, umidade=63,79, temperatura=17,00, ruido=81,30, radiacao=0,53]
Dados Climáticos [id=67, timestamp=2025-11-25 19:15:38, co2=384,72, co=6,10, no2=141,24, so2=45,26, pm25=147,67, pm10=167,47, umidade=38,39, temperatura=34,26, ruido=54,87, radiacao=2,73]
Dados Climáticos [id=68, timestamp=2025-11-25 19:15:39, co2=544,26, co=12,33, no2=147,72, so2=22,07, pm25=159,41, pm10=131,64, umidade=43,43, temperatura=27,47, ruido=60,11, radiacao=9,66]
Dados Climáticos [id=69, timestamp=2025-11-25 19:15:40, co2=381,76, co=11,24, no2=48,31, so2=25,13, pm25=103,37, pm10=37,34, umidade=84,58, temperatura=18,98, ruido=39,64, radiacao=4,91]
Dados Climáticos [id=70, timestamp=2025-11-25 19:15:40, co2=458,05, co=16,67, no2=58,50, so2=36,10, pm25=17,07, pm10=168,67, umidade=41,88, temperatura=26,46, ruido=81,09, radiacao=5,72]
Dados Climáticos [id=71, timestamp=2025-11-25 19:15:40, co2=359,60, co=46,68, no2=70,66, so2=17,10, pm25=0,98, pm10=12,29, umidade=42,12, temperatura=18,90, ruido=58,88, radiacao=2,07]
Dados Climáticos [id=72, timestamp=2025-11-25 19:15:42, co2=473,83, co=38,48, no2=0,07, so2=0,80, pm25=4,33, pm10=3,46, umidade=73,99, temperatura=38,96, ruido=87,21, radiacao=4,96]
Dados Climáticos [id=73, timestamp=2025-11-25 19:15:42, co2=496,99, co=24,49, no2=100,33, so2=0,18, pm25=188,07, pm10=116,00, umidade=39,77, temperatura=27,69, ruido=50,97, radiacao=3,25]
Dados Climáticos [id=74, timestamp=2025-11-25 19:15:42, co2=526,94, co=35,66, no2=59,28, so2=11,86, pm25=129,82, pm10=197,68, umidade=32,71, temperatura=30,53, ruido=66,84, radiacao=0,61]
Dados Climáticos [id=75, timestamp=2025-11-25 19:15:43, co2=581,83, co=48,58, no2=132,69, so2=16,85, pm25=46,52, pm10=75,71, umidade=80,04, temperatura=31,90, ruido=88,37, radiacao=3,65]
Dados Climáticos [id=76, timestamp=2025-11-25 19:15:44, co2=360,33, co=2,91, no2=34,14, so2=47,11, pm25=25,11, pm10=29,70, umidade=60,80, temperatura=21,52, ruido=83,32, radiacao=3,80]
Dados Climáticos [id=77, timestamp=2025-11-25 19:15:44, co2=551,84, co=2,83, no2=84,66, so2=15,65, pm25=77,28, pm10=30,53, umidade=40,62, temperatura=22,31, ruido=37,25, radiacao=7,43]
Dados Climáticos [id=78, timestamp=2025-11-25 19:15:45, co2=599,82, co=46,73, no2=135,13, so2=37,76, pm25=7,91, pm10=113,27, umidade=41,04, temperatura=30,64, ruido=68,38, radiacao=1,25]
Dados Climáticos [id=79, timestamp=2025-11-25 19:15:45, co2=455,79, co=0,15, no2=112,38, so2=21,03, pm25=149,84, pm10=99,00, umidade=58,14, temperatura=33,57, ruido=58,09, radiacao=6,35]
Dados Climáticos [id=80, timestamp=2025-11-25 19:15:47, co2=421,71, co=28,11, no2=122,58, so2=36,24, pm25=197,93, pm10=16,75, umidade=83,46, temperatura=38,36, ruido=63,78, radiacao=1,95]
Dados Climáticos [id=81, timestamp=2025-11-25 19:15:47, co2=477,64, co=38,56, no2=79,80, so2=33,48, pm25=183,10, pm10=19,25, umidade=32,75, temperatura=21,84, ruido=63,60, radiacao=7,40]
Dados Climáticos [id=82, timestamp=2025-11-25 19:15:47, co2=591,34, co=11,13, no2=45,60, so2=43,28, pm25=44,73, pm10=144,07, umidade=56,40, temperatura=24,48, ruido=42,74, radiacao=7,19]
Dados Climáticos [id=83, timestamp=2025-11-25 19:15:48, co2=597,64, co=17,93, no2=9,66, so2=26,42, pm25=83,39, pm10=191,88, umidade=33,55, temperatura=21,62, ruido=46,95, radiacao=2,56]
Dados Climáticos [id=84, timestamp=2025-11-25 19:15:49, co2=427,18, co=7,25, no2=35,17, so2=22,65, pm25=108,96, pm10=31,15, umidade=51,76, temperatura=16,03, ruido=45,44, radiacao=0,02]
Dados Climáticos [id=85, timestamp=2025-11-25 19:15:49, co2=384,22, co=35,82, no2=68,27, so2=44,62, pm25=169,28, pm10=195,60, umidade=57,16, temperatura=32,69, ruido=30,55, radiacao=9,75]
Dados Climáticos [id=86, timestamp=2025-11-25 19:15:50, co2=548,70, co=8,94, no2=4,30, so2=47,78, pm25=113,66, pm10=134,27, umidade=78,85, temperatura=38,09, ruido=45,53, radiacao=0,56]
Dados Climáticos [id=87, timestamp=2025-11-25 19:15:50, co2=352,97, co=29,53, no2=22,41, so2=33,59, pm25=174,47, pm10=181,42, umidade=45,53, temperatura=25,53, ruido=48,05, radiacao=5,48]
Dados Climáticos [id=88, timestamp=2025-11-25 19:15:51, co2=544,08, co=3,68, no2=122,07, so2=7,51, pm25=13,11, pm10=187,96, umidade=66,38, temperatura=19,95, ruido=62,00, radiacao=9,35]
Dados Climáticos [id=89, timestamp=2025-11-25 19:15:51, co2=478,13, co=41,30, no2=100,08, so2=42,07, pm25=11,90, pm10=159,69, umidade=74,65, temperatura=29,97, ruido=86,70, radiacao=4,00]
Dados Climáticos [id=90, timestamp=2025-11-25 19:15:53, co2=412,55, co=4,48, no2=21,60, so2=35,58, pm25=42,18, pm10=63,71, umidade=78,22, temperatura=34,30, ruido=69,50, radiacao=3,67]
Dados Climáticos [id=91, timestamp=2025-11-25 19:15:53, co2=352,28, co=30,86, no2=89,66, so2=4,11, pm25=154,93, pm10=166,21, umidade=65,03, temperatura=37,86, ruido=54,59, radiacao=2,43]
Dados Climáticos [id=92, timestamp=2025-11-25 19:15:53, co2=532,87, co=15,67, no2=101,51, so2=33,17, pm25=39,31, pm10=13,04, umidade=85,79, temperatura=24,16, ruido=89,97, radiacao=6,03]
Dados Climáticos [id=93, timestamp=2025-11-25 19:15:54, co2=520,54, co=45,94, no2=52,75, so2=39,49, pm25=135,94, pm10=104,16, umidade=60,33, temperatura=23,56, ruido=77,58, radiacao=8,89]
Dados Climáticos [id=94, timestamp=2025-11-25 19:15:55, co2=429,11, co=37,89, no2=119,26, so2=34,74, pm25=88,61, pm10=147,69, umidade=39,31, temperatura=23,24, ruido=61,21, radiacao=4,60]
Dados Climáticos [id=95, timestamp=2025-11-25 19:15:55, co2=559,07, co=8,59, no2=21,09, so2=7,54, pm25=136,26, pm10=91,60, umidade=44,21, temperatura=33,43, ruido=39,95, radiacao=6,69]
Dados Climáticos [id=96, timestamp=2025-11-25 19:15:56, co2=479,59, co=25,09, no2=78,01, so2=29,09, pm25=103,80, pm10=193,80, umidade=43,41, temperatura=20,96, ruido=82,41, radiacao=9,36]
Dados Climáticos [id=97, timestamp=2025-11-25 19:15:56, co2=413,53, co=21,82, no2=105,65, so2=20,37, pm25=2,05, pm10=183,13, umidade=59,62, temperatura=18,60, ruido=58,89, radiacao=0,41]
Dados Climáticos [id=98, timestamp=2025-11-25 19:15:57, co2=483,97, co=37,13, no2=14,24, so2=0,04, pm25=12,91, pm10=97,04, umidade=59,56, temperatura=20,40, ruido=42,99, radiacao=5,83]
Dados Climáticos [id=99, timestamp=2025-11-25 19:15:58, co2=513,47, co=45,52, no2=130,91, so2=25,94, pm25=97,06, pm10=113,19, umidade=46,64, temperatura=20,51, ruido=63,33, radiacao=4,15]
Dados Climáticos [id=100, timestamp=2025-11-25 19:15:58, co2=456,62, co=25,87, no2=77,69, so2=0,45, pm25=100,62, pm10=0,00, umidade=41,03, temperatura=35,00, ruido=52,23, radiacao=3,34]
Dados Climáticos [id=101, timestamp=2025-11-25 19:15:59, co2=398,80, co=30,97, no2=84,18, so2=39,74, pm25=110,14, pm10=151,42, umidade=49,91, temperatura=23,66, ruido=71,87, radiacao=1,88]
Dados Climáticos [id=102, timestamp=2025-11-25 19:16:00, co2=364,15, co=4,07, no2=14,61, so2=38,60, pm25=94,17, pm10=68,99, umidade=75,17, temperatura=38,64, ruido=49,81, radiacao=2,02]
Dados Climáticos [id=103, timestamp=2025-11-25 19:16:00, co2=410,47, co=41,78, no2=70,98, so2=29,72, pm25=65,33, pm10=82,49, umidade=41,08, temperatura=23,36, ruido=40,81, radiacao=3,57]
Dados Climáticos [id=104, timestamp=2025-11-25 19:16:01, co2=539,21, co=38,05, no2=18,19, so2=7,23, pm25=187,24, pm10=14,69, umidade=84,21, temperatura=34,62, ruido=52,91, radiacao=2,47]
Dados Climáticos [id=105, timestamp=2025-11-25 19:16:02, co2=584,82, co=34,50, no2=46,09, so2=33,08, pm25=7,73, pm10=175,17, umidade=78,55, temperatura=32,85, ruido=30,12, radiacao=3,36]
Dados Climáticos [id=106, timestamp=2025-11-25 19:16:02, co2=556,19, co=4,37, no2=54,52, so2=7,24, pm25=20,05, pm10=53,22, umidade=58,65, temperatura=16,39, ruido=88,56, radiacao=7,72]
Dados Climáticos [id=107, timestamp=2025-11-25 19:16:03, co2=394,06, co=4,17, no2=69,47, so2=2,02, pm25=171,35, pm10=18,88, umidade=37,98, temperatura=16,62, ruido=86,53, radiacao=8,62]
Dados Climáticos [id=108, timestamp=2025-11-25 19:16:04, co2=502,97, co=0,34, no2=58,98, so2=6,39, pm25=111,01, pm10=64,82, umidade=86,72, temperatura=35,41, ruido=30,18, radiacao=8,58]
Dados Climáticos [id=109, timestamp=2025-11-25 19:16:04, co2=470,11, co=26,90, no2=140,97, so2=43,19, pm25=151,87, pm10=155,24, umidade=62,45, temperatura=34,56, ruido=80,39, radiacao=8,53]
Dados Climáticos [id=110, timestamp=2025-11-25 19:16:04, co2=430,91, co=47,79, no2=74,07, so2=37,09, pm25=150,73, pm10=180,34, umidade=84,32, temperatura=23,85, ruido=84,34, radiacao=4,84]
Dados Climáticos [id=111, timestamp=2025-11-25 19:16:05, co2=554,26, co=12,70, no2=10,59, so2=9,80, pm25=137,30, pm10=23,70, umidade=75,86, temperatura=25,00, ruido=70,57, radiacao=5,38]
Dados Climáticos [id=112, timestamp=2025-11-25 19:16:07, co2=468,24, co=37,82, no2=64,42, so2=21,50, pm25=136,12, pm10=85,85, umidade=68,28, temperatura=27,76, ruido=63,61, radiacao=8,53]
Dados Climáticos [id=113, timestamp=2025-11-25 19:16:07, co2=377,34, co=16,55, no2=142,62, so2=9,01, pm25=92,16, pm10=16,86, umidade=62,65, temperatura=25,19, ruido=83,10, radiacao=5,54]
Dados Climáticos [id=114, timestamp=2025-11-25 19:16:07, co2=516,14, co=5,44, no2=24,16, so2=34,79, pm25=175,25, pm10=182,22, umidade=56,43, temperatura=15,81, ruido=65,55, radiacao=4,15]
Dados Climáticos [id=115, timestamp=2025-11-25 19:16:08, co2=504,23, co=12,40, no2=81,74, so2=3,19, pm25=142,60, pm10=115,19, umidade=59,19, temperatura=15,24, ruido=88,75, radiacao=1,12]
Dados Climáticos [id=116, timestamp=2025-11-25 19:16:09, co2=578,69, co=7,38, no2=44,66, so2=17,54, pm25=101,68, pm10=79,22, umidade=84,70, temperatura=17,55, ruido=80,32, radiacao=8,70]
Dados Climáticos [id=117, timestamp=2025-11-25 19:16:10, co2=499,76, co=14,21, no2=93,61, so2=46,58, pm25=103,30, pm10=56,52, umidade=67,64, temperatura=24,68, ruido=60,55, radiacao=7,92]
Dados Climáticos [id=118, timestamp=2025-11-25 19:16:10, co2=531,05, co=38,57, no2=95,33, so2=32,95, pm25=164,19, pm10=169,58, umidade=45,05, temperatura=36,03, ruido=44,08, radiacao=0,90]
Dados Climáticos [id=119, timestamp=2025-11-25 19:16:10, co2=556,56, co=13,42, no2=79,11, so2=49,90, pm25=26,70, pm10=104,02, umidade=73,09, temperatura=39,30, ruido=35,96, radiacao=1,69]
Dados Climáticos [id=120, timestamp=2025-11-25 19:16:12, co2=355,07, co=5,08, no2=31,12, so2=8,19, pm25=115,78, pm10=199,73, umidade=37,24, temperatura=23,70, ruido=41,62, radiacao=4,85]
Dados Climáticos [id=121, timestamp=2025-11-25 19:16:12, co2=486,71, co=13,61, no2=85,42, so2=9,39, pm25=196,91, pm10=120,31, umidade=61,04, temperatura=25,47, ruido=89,75, radiacao=6,56]
Dados Climáticos [id=122, timestamp=2025-11-25 19:16:12, co2=482,44, co=29,52, no2=41,26, so2=24,34, pm25=65,75, pm10=171,08, umidade=45,11, temperatura=39,31, ruido=79,90, radiacao=9,58]
Dados Climáticos [id=123, timestamp=2025-11-25 19:16:13, co2=555,34, co=46,18, no2=133,09, so2=2,82, pm25=178,46, pm10=111,58, umidade=38,61, temperatura=27,45, ruido=55,56, radiacao=6,19]
Dados Climáticos [id=124, timestamp=2025-11-25 19:16:14, co2=521,07, co=22,01, no2=85,18, so2=1,87, pm25=181,05, pm10=69,72, umidade=44,36, temperatura=19,23, ruido=46,82, radiacao=2,96]
Dados Climáticos [id=125, timestamp=2025-11-25 19:16:15, co2=570,00, co=1,60, no2=12,30, so2=14,84, pm25=172,47, pm10=161,95, umidade=53,62, temperatura=28,67, ruido=32,68, radiacao=5,61]
Dados Climáticos [id=126, timestamp=2025-11-25 19:16:15, co2=433,57, co=9,68, no2=98,81, so2=28,97, pm25=13,99, pm10=190,04, umidade=40,98, temperatura=17,88, ruido=79,67, radiacao=7,53]
Dados Climáticos [id=127, timestamp=2025-11-25 19:16:15, co2=381,46, co=19,36, no2=25,36, so2=17,99, pm25=35,96, pm10=10,44, umidade=47,24, temperatura=31,36, ruido=63,96, radiacao=9,81]
